task_id,split,instruction_type,answer_position,parse_ok,parse_detail,n_cells,h,n_formula,recalc_ok,recalc_detail,W_a_pass,W_a_reason,W_pass,sub_gvg,sub_recalc_vs_raw,sub_recalc_vs_raw_reason,load_error
46897,test,Cell-Level Manipulation,I3,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
469-9,test,Sheet-Level Manipulation,Sheet1!H1:I10,True,,20,9,0,True,ok,True,pass,True,pass,PASS,pass,
4714,test,Cell-Level Manipulation,E2:E25,True,,24,0,24,True,ok,True,pass,True,pass,PASS,pass,
472-15,test,Sheet-Level Manipulation,Sheet1!B2,True,,1,0,0,True,ok,True,pass,True,pass,PASS,pass,
477-45,test,Sheet-Level Manipulation,merge!G1:I1000,True,,3000,2988,0,True,ok,True,pass,True,pass,PASS,pass,
47766,test,Cell-Level Manipulation,K40,True,,1,0,0,True,ok,True,pass,True,pass,PASS,pass,
47798,test,Cell-Level Manipulation,B2:B7,True,,6,0,6,True,ok,True,pass,True,pass,PASS,pass,
47842,test,Cell-Level Manipulation,F2:F16,True,,15,0,15,True,ok,True,pass,True,pass,PASS,pass,
47933,test,Cell-Level Manipulation,'master'!E2:E154,True,,153,0,153,True,ok,True,pass,True,pass,PASS,pass,
48080,test,Cell-Level Manipulation,C2:C6,True,,5,0,1,True,ok,True,pass,True,pass,PASS,pass,
48365,test,Cell-Level Manipulation,'Dashboard'!C4,True,,1,0,0,True,ok,True,pass,True,pass,PASS,pass,
48588,test,Cell-Level Manipulation,B2:B43,True,,42,0,0,True,ok,True,pass,True,pass,PASS,pass,
48620,test,Cell-Level Manipulation,E2:E7,True,,6,0,0,True,ok,True,pass,True,pass,PASS,pass,
48643,test,Cell-Level Manipulation,H2:H40,True,,39,0,39,True,ok,True,pass,True,pass,PASS,pass,
488-14,test,Sheet-Level Manipulation,'Sheet1'!'A2:A85,True,,84,0,0,True,ok,True,pass,True,pass,PASS,pass,
48921,test,Cell-Level Manipulation,A2:A4452,True,,4451,0,4451,True,ok,True,pass,True,pass,PASS,pass,
48924,test,Cell-Level Manipulation,C2:C13,True,,12,0,0,True,ok,True,pass,True,pass,PASS,pass,
48969,test,Cell-Level Manipulation,J3:N5,True,,15,0,15,True,ok,True,pass,True,pass,PASS,pass,
48975,test,Cell-Level Manipulation,Output'!B11:B17,True,,7,0,0,True,ok,True,pass,True,pass,PASS,pass,
49237,test,Cell-Level Manipulation,F7,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
493-18,test,Sheet-Level Manipulation,Sheet1!A1:F7,True,,42,13,0,True,ok,True,pass,True,pass,PASS,pass,
49300,test,Cell-Level Manipulation,'Sheet1'!C2:C3,True,,2,0,2,True,ok,True,pass,True,pass,PASS,pass,
49333,test,Cell-Level Manipulation,Sheet1'!G2:I7,True,,18,0,0,True,ok,True,pass,True,pass,PASS,pass,
496-15,test,Sheet-Level Manipulation,'Sheet1'!D2:D21,True,,20,12,0,True,ok,True,pass,True,pass,PASS,pass,
496-34,test,Sheet-Level Manipulation,'Sheet1'!A2:D8,True,,28,4,0,True,ok,True,pass,True,pass,PASS,pass,
49667,test,Cell-Level Manipulation,B2:E16,True,,60,42,0,True,ok,True,pass,True,pass,FAIL,value_mismatch,
49801,test,Cell-Level Manipulation,C1,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
49857,test,Cell-Level Manipulation,G4:G10,True,,7,0,7,True,ok,True,pass,True,pass,PASS,pass,
49945,test,Cell-Level Manipulation,G4:G6,True,,3,0,3,True,ok,True,pass,True,pass,PASS,pass,
50051,test,Cell-Level Manipulation,CC2:CC33,True,,32,29,0,True,ok,True,pass,True,pass,PASS,pass,
50193,test,Cell-Level Manipulation,RS.Food'!K6:K607,True,,602,475,0,True,ok,True,pass,True,pass,PASS,pass,
50324,test,Cell-Level Manipulation,Analyse'!D5:K12,True,,64,0,0,True,ok,True,pass,True,pass,PASS,pass,
50486,test,Cell-Level Manipulation,A2:A5,True,,4,0,4,True,ok,True,pass,True,pass,PASS,pass,
50526,test,Cell-Level Manipulation,B9:B10,True,,2,0,0,True,ok,True,pass,True,pass,PASS,pass,
50682,test,Cell-Level Manipulation,M2,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
50683,test,Cell-Level Manipulation,Q2:Q5,True,,4,0,0,True,ok,True,pass,True,pass,PASS,pass,
50768,test,Cell-Level Manipulation,F12:H14,True,,9,6,0,True,ok,True,pass,True,pass,PASS,pass,
50796,test,Cell-Level Manipulation,B2:B5,True,,4,0,4,True,ok,True,pass,True,pass,PASS,pass,
50811,test,Cell-Level Manipulation,D21:D23,True,,3,0,0,True,ok,True,pass,True,pass,PASS,pass,
50916,test,Cell-Level Manipulation,C12:H14,True,,18,0,18,True,ok,True,pass,True,pass,PASS,pass,
50952,test,Cell-Level Manipulation,G2:G5,True,,4,0,0,True,ok,True,pass,True,pass,PASS,pass,
50971,test,Cell-Level Manipulation,G3:G13,True,,11,0,0,True,ok,True,pass,True,pass,PASS,pass,
51-12,test,Sheet-Level Manipulation,Sheet1!B6,True,,1,0,0,True,ok,True,pass,True,pass,PASS,pass,
510-3,test,Sheet-Level Manipulation,'Data'!H2:H78,True,,77,0,0,True,ok,True,pass,True,pass,PASS,pass,
51090,test,Cell-Level Manipulation,Daily Numbers'!Q3:Q24,True,,22,0,0,True,ok,True,pass,True,pass,PASS,pass,
51249,test,Cell-Level Manipulation,"D1,D5,D9",True,,3,0,3,True,ok,True,pass,True,pass,PASS,pass,
51262,test,Cell-Level Manipulation,F6:H6,True,,3,0,0,True,ok,True,pass,True,pass,PASS,pass,
51431,test,Cell-Level Manipulation,B2,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
51556,test,Cell-Level Manipulation,Q2:Q6,True,,5,3,5,True,ok,True,pass,True,pass,PASS,pass,
516-46,test,Sheet-Level Manipulation,'ورقة1'!H2:L4,True,,15,0,0,True,ok,True,pass,True,pass,PASS,pass,
51680,test,Cell-Level Manipulation,G2:G14,True,,13,0,13,True,ok,True,pass,True,pass,PASS,pass,
52220,test,Cell-Level Manipulation,C2:C3,True,,2,1,2,True,ok,True,pass,True,pass,PASS,pass,
52233,test,Cell-Level Manipulation,B7:B10,True,,4,0,4,True,ok,True,pass,True,pass,PASS,pass,
52305,test,Cell-Level Manipulation,J6:N24,True,,95,0,0,True,ok,True,pass,True,pass,PASS,pass,
524-31,test,Sheet-Level Manipulation,'Exp-DB'!E1:E53,True,,53,7,7,True,ok,True,pass,True,pass,FAIL,value_mismatch,
52532,test,Cell-Level Manipulation,H2:H8,True,,7,0,0,True,ok,True,pass,True,pass,PASS,pass,
52575,test,Cell-Level Manipulation,F2:F92,True,,91,87,91,True,ok,True,pass,True,pass,PASS,pass,
52964,test,Cell-Level Manipulation,C2,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
53117,test,Cell-Level Manipulation,D2:D27,True,,26,0,26,True,ok,True,pass,True,pass,PASS,pass,
53167,test,Cell-Level Manipulation,E4:E16,True,,13,0,2,True,ok,True,pass,True,pass,PASS,pass,
53383,test,Cell-Level Manipulation,worksheet2'!C3:C6,True,,4,0,4,True,ok,True,pass,True,pass,PASS,pass,
53449,test,Cell-Level Manipulation,G2:G16,True,,15,13,15,True,ok,True,pass,True,pass,PASS,pass,
535-20,test,Sheet-Level Manipulation,'Sheet1'!A1:BIG5,True,,7965,5378,0,True,ok,True,pass,True,pass,PASS,pass,
53647,test,Cell-Level Manipulation,E7:E16,True,,10,8,10,True,ok,True,pass,True,pass,PASS,pass,
53994,test,Cell-Level Manipulation,C10:D12,True,,6,0,0,True,ok,True,pass,True,pass,PASS,pass,
54085,test,Cell-Level Manipulation,C2:C5,True,,4,1,0,True,ok,True,pass,True,pass,PASS,pass,
54196,test,Cell-Level Manipulation,'Sheet two'!E2:E279,True,,278,0,278,True,ok,True,pass,True,pass,PASS,pass,
54274,test,Cell-Level Manipulation,G4,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
54474,test,Cell-Level Manipulation,'WHP'!E7:G8,True,,6,0,6,True,ok,True,pass,True,pass,PASS,pass,
545-35,test,Sheet-Level Manipulation,'Data'!U3:AI20,True,,270,0,0,True,ok,True,pass,True,pass,PASS,pass,
54513,test,Cell-Level Manipulation,F8,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
54590,test,Cell-Level Manipulation,GK29,True,,1,0,1,True,ok,False,sheet_missing,False,pass,PASS,pass,
54638,test,Cell-Level Manipulation,'Sheet1'!B2:B150,True,,149,140,0,True,ok,True,pass,True,pass,PASS,pass,
54667,test,Cell-Level Manipulation,'Test'!G3:G58,True,,56,0,56,True,ok,True,pass,True,pass,PASS,pass,
54675,test,Cell-Level Manipulation,F3,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
547-18,test,Sheet-Level Manipulation,summary Limits'!A1:D7,True,,28,0,0,True,ok,True,pass,True,pass,PASS,pass,
547-43,test,Sheet-Level Manipulation,'Expected'!A2:H19,True,,144,0,0,True,ok,True,pass,True,pass,PASS,pass,
55049,test,Cell-Level Manipulation,'book1'!B3:B23,True,,21,0,0,True,ok,True,pass,True,pass,PASS,pass,
55085,test,Cell-Level Manipulation,Result'!G10:L10,True,,6,0,0,True,ok,True,pass,True,pass,PASS,pass,
55260,test,Cell-Level Manipulation,C1:C2,True,,2,0,2,True,ok,True,pass,True,pass,PASS,pass,
55427,test,Cell-Level Manipulation,Compiled and located schools da'!B2:B1461,True,,1460,0,1417,True,ok,True,pass,True,pass,PASS,pass,
55468,test,Cell-Level Manipulation,AE5,True,,1,0,0,True,ok,True,pass,True,pass,PASS,pass,
55708,test,Cell-Level Manipulation,B11:B13,True,,3,1,3,True,ok,True,pass,True,pass,PASS,pass,
55817,test,Cell-Level Manipulation,B2:H6,True,,35,0,0,True,ok,True,pass,True,pass,PASS,pass,
55965,test,Cell-Level Manipulation,'Foglio1'!G2:G18,True,,17,0,0,True,ok,True,pass,True,pass,PASS,pass,
55977,test,Cell-Level Manipulation,C2:C16,True,,15,0,15,True,ok,True,pass,True,pass,PASS,pass,
56274,test,Cell-Level Manipulation,D9:D12,True,,4,0,0,True,ok,True,pass,True,pass,PASS,pass,
56419,test,Cell-Level Manipulation,H2:H27,True,,26,16,0,True,ok,True,pass,True,pass,PASS,pass,
56427,test,Cell-Level Manipulation,H2:S28,True,,324,304,0,True,ok,True,pass,True,pass,PASS,pass,
56599,test,Cell-Level Manipulation,B2,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
567-21,test,Sheet-Level Manipulation,'Sheet1'!A3:G28,True,,182,142,0,True,ok,True,pass,True,pass,PASS,pass,
56915,test,Cell-Level Manipulation,'COVER'!B18:E23,True,,24,0,0,True,ok,True,pass,True,pass,PASS,pass,
56921,test,Cell-Level Manipulation,C15:C16,True,,2,0,0,True,ok,True,pass,True,pass,PASS,pass,
57033,test,Cell-Level Manipulation,'Sheet4'!K2:K7,True,,6,0,0,True,ok,True,pass,True,pass,PASS,pass,
57113,test,Cell-Level Manipulation,B2:C3,True,,4,1,4,True,ok,True,pass,True,pass,PASS,pass,
57117,test,Cell-Level Manipulation,F2:F5,True,,4,0,4,True,ok,True,pass,True,pass,PASS,pass,
57232,test,Cell-Level Manipulation,'Sea Freight Rates'!H2:H191,True,,190,0,0,True,ok,True,pass,True,pass,PASS,pass,
57262,test,Cell-Level Manipulation,T7:T15,True,,9,0,9,True,ok,True,pass,True,pass,PASS,pass,
57354,test,Cell-Level Manipulation,B3:E3,True,,4,0,4,True,ok,True,pass,True,pass,PASS,pass,
57445,test,Cell-Level Manipulation,'Pricing'!E2:E5,True,,4,0,2,True,ok,True,pass,True,pass,PASS,pass,
57558,test,Cell-Level Manipulation,'Deposits'!A2:A3,True,,2,0,0,True,ok,True,pass,True,pass,PASS,pass,
57612,test,Cell-Level Manipulation,D4:D15,True,,12,0,12,True,ok,True,pass,True,pass,PASS,pass,
577-40,test,Sheet-Level Manipulation,'Sheet2'!A1:K54,True,,594,95,0,True,ok,True,pass,True,pass,PASS,pass,
57743,test,Cell-Level Manipulation,B2:B19,True,,18,17,2,True,ok,True,pass,True,pass,PASS,pass,
57989,test,Cell-Level Manipulation,B25:H43,True,,133,0,0,True,ok,True,pass,True,pass,PASS,pass,
58032,test,Cell-Level Manipulation,A2:A35,True,,34,8,0,True,ok,True,pass,True,pass,PASS,pass,
58109,test,Cell-Level Manipulation,I6,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
58147,test,Cell-Level Manipulation,'Here'!J2:J6,True,,5,0,0,True,ok,True,pass,True,pass,PASS,pass,
5835,test,Cell-Level Manipulation,C3:C19,True,,17,0,17,True,ok,True,pass,True,pass,PASS,pass,
58484,test,Cell-Level Manipulation,H5:H26,True,,22,13,22,True,ok,True,pass,True,pass,PASS,pass,
585-41,test,Sheet-Level Manipulation,'Sheet1'!A1:H1,True,,8,0,0,True,ok,True,pass,True,pass,PASS,pass,
58701,test,Cell-Level Manipulation,'Entry Tab'!E2:E3,True,,2,0,2,True,ok,True,pass,True,pass,PASS,pass,
58723,test,Cell-Level Manipulation,M2:M41,True,,40,0,40,True,ok,True,pass,True,pass,PASS,pass,
58904,test,Cell-Level Manipulation,B11:B17,True,,7,0,0,True,ok,True,pass,True,pass,PASS,pass,
58942,test,Cell-Level Manipulation,B2:C11,True,,20,10,20,True,ok,True,pass,True,pass,PASS,pass,
58949,test,Cell-Level Manipulation,'Desired Result'!B2:I5,True,,32,20,0,True,ok,True,pass,True,pass,PASS,pass,
59129,test,Cell-Level Manipulation,E2:P2,True,,12,0,0,True,ok,True,pass,True,pass,PASS,pass,
59160,test,Cell-Level Manipulation,D3:G3,True,,4,0,4,True,ok,True,pass,True,pass,PASS,pass,
59358,test,Cell-Level Manipulation,L7:L9,True,,3,0,0,True,ok,True,pass,True,pass,PASS,pass,
59511,test,Cell-Level Manipulation,F2:F6,True,,5,0,5,True,ok,True,pass,True,pass,PASS,pass,
59595,test,Cell-Level Manipulation,C4:C19,True,,16,0,16,True,ok,True,pass,True,pass,PASS,pass,
59794,test,Cell-Level Manipulation,C3:M5,True,,33,0,33,True,ok,True,pass,True,pass,PASS,pass,
599-9,test,Sheet-Level Manipulation,'Before'!K2:K19,True,,18,1,0,True,ok,True,pass,True,pass,PASS,pass,
59902,test,Cell-Level Manipulation,C5:C28,True,,24,0,0,True,ok,True,pass,True,pass,FAIL,value_mismatch,
6239,test,Cell-Level Manipulation,G2:G19,True,,18,0,18,True,ok,True,pass,True,pass,PASS,pass,
66-24,test,Sheet-Level Manipulation,'Items Older than 30 days'!A1:I2,True,,18,5,0,True,ok,True,pass,True,pass,PASS,pass,
6698,test,Cell-Level Manipulation,G4:G8,True,,5,0,0,True,ok,True,pass,True,pass,PASS,pass,
79-7,test,Sheet-Level Manipulation,'Sheet1'!A1:A4,True,,4,0,0,True,ok,True,pass,True,pass,PASS,pass,
7902,test,Cell-Level Manipulation,'Formula Required'!D3:J6,True,,28,0,0,True,ok,True,pass,True,pass,PASS,pass,
80-42,test,Sheet-Level Manipulation,'Consolidate_ALL'!A2:L8000,True,,95988,2,0,True,ok,True,pass,True,pass,PASS,pass,
84-40,test,Sheet-Level Manipulation,'LIST'!C2:E5,True,,12,0,3,True,ok,True,pass,True,pass,PASS,pass,
8942,test,Cell-Level Manipulation,'Overview'!B5,True,,1,0,0,True,ok,True,pass,True,pass,PASS,pass,
91-34,test,Sheet-Level Manipulation,'SwiftMD'!B2:O42,True,,574,296,0,True,ok,True,pass,True,pass,PASS,pass,
9111,test,Cell-Level Manipulation,D2:D7,True,,6,1,6,True,ok,True,pass,True,pass,PASS,pass,
9391,test,Cell-Level Manipulation,'Front'!B2:C12,True,,22,0,0,True,ok,True,pass,True,pass,PASS,pass,
9569,test,Cell-Level Manipulation,AO9:AO1288,True,,1280,0,1280,True,ok,True,pass,True,pass,PASS,pass,
97-36,test,Sheet-Level Manipulation,'Sheet1'!A1:A22,True,,22,0,0,True,ok,True,pass,True,pass,PASS,pass,
9726,test,Cell-Level Manipulation,J2,True,,1,0,0,True,ok,True,pass,True,pass,PASS,pass,
12864,val,Cell-Level Manipulation,'Sheet2'!B2:B12,True,,11,0,11,True,ok,True,pass,True,pass,PASS,pass,
146-49,val,Sheet-Level Manipulation,'Sheet1'!G1:H65,True,,130,0,0,True,ok,True,pass,True,pass,PASS,pass,
165-23,val,Sheet-Level Manipulation,'Sheet1'!A2:N73,True,,1008,0,0,True,ok,True,pass,True,pass,PASS,pass,
194-19,val,Sheet-Level Manipulation,'Sheet1'!H1:I370,True,,740,191,0,True,ok,True,pass,True,pass,PASS,pass,
262-17,val,Sheet-Level Manipulation,Sheet1'!A1:F14,True,,84,0,0,True,ok,True,pass,True,pass,PASS,pass,
269-43,val,Sheet-Level Manipulation,Sheet1!A1:I7,True,,63,25,0,True,ok,True,pass,True,pass,PASS,pass,
304-35,val,Sheet-Level Manipulation,start!A3:F36,True,,204,99,0,True,ok,True,pass,True,pass,PASS,pass,
31011,val,Cell-Level Manipulation,R6,True,,1,0,0,True,ok,True,pass,True,pass,PASS,pass,
341-40,val,Sheet-Level Manipulation,Sheet1!A1:Q701,True,,11917,683,0,True,ok,True,pass,True,pass,FAIL,value_mismatch,
34210,val,Cell-Level Manipulation,C1:C55,True,,55,0,55,True,ok,True,pass,True,pass,PASS,pass,
35739,val,Cell-Level Manipulation,C2:C100,True,,99,47,99,True,ok,True,pass,True,pass,PASS,pass,
35742,val,Cell-Level Manipulation,O4:O7,True,,4,0,4,True,ok,False,sheet_missing,False,pass,PASS,pass,
370-43,val,Sheet-Level Manipulation,'Before Insert Row'!A1:A70,True,,70,21,1,True,ok,True,pass,True,pass,PASS,pass,
38074,val,Cell-Level Manipulation,K2:K5,True,,4,0,4,True,ok,True,pass,True,pass,PASS,pass,
39515,val,Cell-Level Manipulation,O2:O13,True,,12,0,2,True,ok,True,pass,True,pass,PASS,pass,
402-43,val,Sheet-Level Manipulation,'Sheet2'!A1:AG10,True,,330,216,0,True,ok,True,pass,True,pass,PASS,pass,
40959,val,Cell-Level Manipulation,C2:C7,True,,6,0,6,True,ok,True,pass,True,pass,PASS,pass,
44017,val,Cell-Level Manipulation,AD14:AO42,True,,348,0,348,True,ok,True,pass,True,pass,PASS,pass,
44266,val,Cell-Level Manipulation,Lookup'!B2:B12,True,,11,8,11,True,ok,True,pass,True,pass,PASS,pass,
44389,val,Cell-Level Manipulation,P2:P7,True,,6,0,0,True,ok,True,pass,True,pass,FAIL,value_mismatch,
45300,val,Cell-Level Manipulation,B1:B4,True,,4,0,4,True,ok,True,pass,True,pass,PASS,pass,
486-17,val,Sheet-Level Manipulation,'Blad1'!B2:B130,True,,129,0,0,True,ok,True,pass,True,pass,PASS,pass,
48745,val,Cell-Level Manipulation,D5:D10,True,,6,0,0,True,ok,True,pass,True,pass,PASS,pass,
48982,val,Cell-Level Manipulation,B323,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
49036,val,Cell-Level Manipulation,Dashboard'!B8,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
50250,val,Cell-Level Manipulation,H2,True,,1,0,0,True,ok,True,pass,True,pass,FAIL,value_mismatch,
51289,val,Cell-Level Manipulation,A4:H4,True,,8,4,8,True,ok,True,pass,True,pass,PASS,pass,
51586,val,Cell-Level Manipulation,C2:C6,True,,5,0,5,True,ok,True,pass,True,pass,PASS,pass,
534-26,val,Sheet-Level Manipulation,'Sheet1'!I1:AQ1,True,,35,35,0,True,ok,True,pass,True,pass,PASS,pass,
55421,val,Cell-Level Manipulation,F2:F20,True,,19,0,0,True,ok,True,pass,True,pass,PASS,pass,
55979,val,Cell-Level Manipulation,'Calc'!B7,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
56225,val,Cell-Level Manipulation,'data'!O3,True,,1,0,1,True,ok,True,pass,True,pass,PASS,pass,
56563,val,Cell-Level Manipulation,C14,True,,1,0,0,True,ok,True,pass,True,pass,PASS,pass,
56786,val,Cell-Level Manipulation,C4:C200,True,,197,0,197,True,ok,True,pass,True,pass,FAIL,value_mismatch,
56920,val,Cell-Level Manipulation,C3:C8,True,,6,0,6,True,ok,True,pass,True,pass,PASS,pass,
56953,val,Cell-Level Manipulation,'Sheet2'!I2:L9,True,,32,0,0,True,ok,True,pass,True,pass,PASS,pass,
57693,val,Cell-Level Manipulation,E7:E32,True,,26,0,26,True,ok,True,pass,True,pass,PASS,pass,
59224,val,Cell-Level Manipulation,E4:E14,True,,11,0,11,True,ok,True,pass,True,pass,PASS,pass,
61-4,val,Sheet-Level Manipulation,'output'!A2:G15,True,,98,0,0,True,ok,True,pass,True,pass,PASS,pass,
